Rubro,Texto
Household,"Safran Morpho USB 1300E3 Fingerprint Biometrics MSO OTG(All-in-one version) for Aadhaar eKYC and Sim Activation, 2.5x13(Red and Black) Material type:Others   This red and black, 2.5 X 13 usb 1300e3 fingerprint biometrics mso otg is used for aadhaar ekyc and sim activation."
Household,"Milestone ESSL Identix K21 PRO Biometric Fingerprint Scanner (Black) Storage CapacityFingerprint Templates 1000 Transaction Storage1,00,000 Card CapacityNA Card ReaderNO BiometricFingerprint Sensor 500 DPI Optical Sensor Audio/VisualDisplay2.8” Color TFT Keypad4 x 4 Keypad LED IndicatorGreen/Red Schedule Bell/SpeakerMini Speaker CommunicationCommunicationRS232, RS485, TCP/IP, USB Push dataYes Standard featuresSchedule Bell,Self Service Query,SSR Recorder, Automatic Switch,DST, T9 Input Power & EnvironmentPower Supply5V DC, 0.8AMPs Operating Temperature0oC to 45oC Operating Humidity20% -80% Dimension183 x 138 x 45 Access ControlWiegandNO RelayNO Support Fire AlarmNO Door SensorNO Anti PassbackNO Door BellNO Exit ReadersSupport exit readersNO OptionalBatteryNO Card readersNO CommunicationNA Dual ModeEither SSR Mode or Software Mode Compatibility Compatible Software & SDK Etime track lite desktop & Web, Epush Server Major Applications Time & Attendance , Canteen management, School attendance, Production Management, Gym & clubs"
Household,ZKTeco Fingerprint Time Attendance Machine Biometric Time Clock for Employee Small Business Time WL20
Household,"Quick Sense (Qs-H2) 220v -110 DB Hooter Security Alarm for Bank Loud Sound Quick sense Hooter (QS-H2), Colour: Black, Size: 94mm x 88mm x 104mm, Weight: 470 gm (with packing)."
Household,"ZAICUS A6 Fingerprint Time Attendance Biometric Clock Employee Payroll Recorder USB Flash Drive Download (NO USB Included) No need to connect the biometric time attendance to your PC all the time.  You just need to plug your USB Flash Drive in to the USB port, then easily download the attendance reports.  Super Capacity Plus There is a lot of employees in your company, do you worried the biometric time attendence can't satisfied with your demond? Here it is: it can contain up to 600 fingerprint templates and 150000 record capacity. Single package include: 1 x Fingerprint Time Attendance Clock 1 x US Power plug 1 x User Manual  1 x screws package"
Household,"eSSL - i9 C - Standalone Fingerprint Time Attendance Terminal Standalone Fingerprints Based Time Attendance Terminal, 500 DPI Optical Fingerprint Sensor, free software for Daily, Weekly & Monthly Attendance & Payroll Reports"
Household,ZKTeco Fingerprint Time Attendance Machine Biometric Time Clock for Employee Small Business Time WL20
Household,"Navkar Realtime C101 Eco Series Biometric Rfid Card Based Attendance System 1000 User Fingerprint, 100000 Attendance Records, 2.8"" color TFT Display. Access option (Finger, Card , Password), Built in Automatic Reporting in Excel Output, Direct Report Download in Excel, Data Download in USB Disk. Note: Warranty does not include power supply adapter."
Household,"DivineXt USB Biometric Fingerprint Access Control and Time Attendance Real time t5 attendance its very good machine. Access option (finger, card, password),built in automatic reporting in excel output, direct report download in excel, data download in usb disk."
Household,"eSSL X990 Standalone Biometric Fingerprint Time & Attendance System â€¢ï€ 32 Bit high speed embedded processor â€¢ï€ 3000FP Templates & 100000 Transaction â€¢ï€ 500 DPI Optical Sensor â€¢ï€ Communication: TCP/IP,RS232/485/USB â€¢ï€ T&A Software with eTimeTrackLite with MSAccess With 500 Employees limit"
Household,"Quick Sense (Qs-H1) 220v -118 dB Hooter Alarm for Security, Loud Sound SPECIFICATIONS : Quick sense Hooter (QS-H1)  Product: Electronic Siren Model Number: Qs-H1 Tone: Standard Siren Tone Operating Voltage:180 - 250V AC Current :450 mA Sound level:118 dB at 1 Meter Distance (at 230V DC) Operating Temperature:-10 o C to +50o C Material of Housing :ABS 300 Colour :Black Size:94mm x 88mm x 104mm Weight: 470 gm (with packing) Mounting Bracket: Material is M.S. (Adjustable mounting bracket) Frequency:800Hz to 1200 Hz (Sweep Siren Tone)"
Household,"DivineXt USB Biometric Fingerprint Access Control and Time Attendance Real time t5 attendance its very good machine. Access option (finger, card, password),built in automatic reporting in excel output, direct report download in excel, data download in usb disk."
Household,"ZAICUS A6 2.4 inch Color TFT Screen Biometric Fingerprint Time Attendance Machine USB Pen Flash Drive Download (NO USB Included)  You just need to plug your USB Flash Drive(1/2/4/8 GB ONLY, FAT32 format) in to the USB port, then easily download the attendance reports in xls format.  Super Capacity Plus There is a lot of employees in your company, do you worried the biometric time attendance can't satisfied with your demons? Here it is: it can contain up to 600 fingerprint templates and 100000 record capacity. No Battery backup in machine Troubleshooting step: (We given installation Video for your reference in youtube (Zaicus A6 biometric fingerprint machine installation) 1- Data is not able to download in pen drive Ans: -The Pen Drive should be formatted in FAT32 format before using,  -Pendrive should not be more than 8GB, prefer HP Pendrive -Pendrive should not contain any other data. - Data will be download in xls format. - Should select start data 1 and last date 30 if month of 30 or 31 if month is 31 else data will not be download - Machine will not download data in PC / laptop directly 2- How to download data First need to go in menu then u download, press attendance report . then select the start date 1 and end date 30 or 31 then press download. 3-charges issue:Some in socket charged may be loss due to it leave the power or on of automatically or charger may be short, please put in socket where it is set properly, also in case of any issue just massage us it comes under 1 year warranty  4: Data report. For report sample we have update images in listing, pls refer that one.It can not be customised and will give standard report of in and out time  5) Report sample report we have given in listing please refer them before buying."
Household,"eSSL X990 Standalone Biometric Fingerprint Time & Attendance System â€¢ï€ 32 Bit high speed embedded processor â€¢ï€ 3000FP Templates & 100000 Transaction â€¢ï€ 500 DPI Optical Sensor â€¢ï€ Communication: TCP/IP,RS232/485/USB â€¢ï€ T&A Software with eTimeTrackLite with MSAccess With 500 Employees limit"
Household,"Milestone ESSL Identix K30 PRO+ID Biometric Fingerprint Scanner (Black) Technical Specification Storage Capacity Fingerprint Templates 1000 Card Storage1000 Transaction Storage1,00,000 Card ReaderYes Keypad4 x 4 Keypad LED IndicatorGreen/Red Schedule Bell/SpeakerMini Speaker CommunicationCommunicationTCP/IP, USB-host Push dataYes Standard featuresSchedule Bell,Self Service Query,SSR Recorder,Automatic Status Switch,DST,T9 Inupt Power & EnvironmentPower Supply12V DC, 1.5 Amps Operating Temperature0oC to 45oC Operating Humidity20% -80% Dimension185 x 140 x 30 mm"
Household,"Milestone ESSL Identix K21 PRO Biometric Fingerprint Scanner (Black) Storage CapacityFingerprint Templates 1000 Transaction Storage1,00,000 Card CapacityNA Card ReaderNO BiometricFingerprint Sensor 500 DPI Optical Sensor Audio/VisualDisplay2.8” Color TFT Keypad4 x 4 Keypad LED IndicatorGreen/Red Schedule Bell/SpeakerMini Speaker CommunicationCommunicationRS232, RS485, TCP/IP, USB Push dataYes Standard featuresSchedule Bell,Self Service Query,SSR Recorder, Automatic Switch,DST, T9 Input Power & EnvironmentPower Supply5V DC, 0.8AMPs Operating Temperature0oC to 45oC Operating Humidity20% -80% Dimension183 x 138 x 45 Access ControlWiegandNO RelayNO Support Fire AlarmNO Door SensorNO Anti PassbackNO Door BellNO Exit ReadersSupport exit readersNO OptionalBatteryNO Card readersNO CommunicationNA Dual ModeEither SSR Mode or Software Mode Compatibility Compatible Software & SDK Etime track lite desktop & Web, Epush Server Major Applications Time & Attendance , Canteen management, School attendance, Production Management, Gym & clubs"
